,county,state,population,male,female,median_age,region,female_percentage,cases,deaths,population_size,death_size,case_size
1447,San Joaquin,California,732212,364612,367600,34.1,West,50.20403926731603,226119,2415,small population,medium deaths,medium cases
1448,San Juan,Colorado,544,283,261,52.1,West,47.97794117647059,1985,3,small population,low deaths,low cases
1449,San Luis Obispo,California,281455,142769,138686,39.1,West,49.27466202412464,74408,559,small population,low deaths,low cases
1450,San Mateo,California,765935,377851,388084,39.6,West,50.66800707631849,193626,912,small population,low deaths,medium cases
1451,San Miguel,Colorado,7968,4215,3753,41.5,West,47.10090361445783,7641,84,small population,low deaths,low cases
1452,San Patricio,Texas,67046,33721,33325,35.3,South,49.704680368702086,14533,363,small population,low deaths,low cases
1453,San Saba,Texas,5962,3073,2889,40.7,South,48.45689365984569,1498,39,small population,low deaths,low cases
1454,Sanborn,South Dakota,2388,1233,1155,43.1,Midwest,48.366834170854275,673,8,small population,low deaths,low cases
1455,Sanders,Montana,11521,5935,5586,53.2,West,48.48537453346064,2410,53,small population,low deaths,low cases
1456,Sandoval,New Mexico,140769,68955,71814,39.9,West,51.01549346802208,44827,511,small population,low deaths,low cases
1457,Sandusky,Ohio,59299,29394,29905,41.8,Midwest,50.4308672996172,17436,263,small population,low deaths,low cases
1458,Sangamon,Illinois,197661,94876,102785,40.0,Midwest,52.00064757337057,75979,443,small population,low deaths,low cases
1459,Sanilac,Michigan,41376,20534,20842,45.1,Midwest,50.372196442382055,10585,224,small population,low deaths,low cases
1460,Sanpete,Utah,29366,15412,13954,31.9,West,47.517537288020165,0,0,small population,low deaths,low cases
1461,Santa Barbara,California,443738,222208,221530,33.7,West,49.92360356787113,119581,760,small population,low deaths,medium cases
1462,Santa Clara,California,1922200,970469,951731,37.0,West,49.51258974092186,494916,2688,medium population,medium deaths,medium cases
1463,Santa Cruz,Arizona,46584,22285,24299,36.6,West,52.161686415936806,72011,278,small population,low deaths,low cases
1464,Santa Fe,New Mexico,148917,72344,76573,45.8,West,51.419918478078394,40118,398,small population,low deaths,low cases
1465,Santa Rosa,Florida,170442,87175,83267,39.7,South,48.853568956008495,58917,692,small population,low deaths,low cases
1466,Sarasota,Florida,412144,196433,215711,55.5,South,52.33874568112115,121241,2018,small population,medium deaths,medium cases
1467,Saratoga,New York,227377,112468,114909,42.6,Northeast,50.53677372821349,61732,414,small population,low deaths,low cases
1468,Sargent,North Dakota,3883,2052,1831,45.1,Midwest,47.15426216842648,1294,9,small population,low deaths,low cases
1469,Sarpy,Nebraska,178351,89176,89175,34.4,Midwest,49.99971965394083,58381,327,small population,low deaths,low cases
1470,Sauk,Wisconsin,63596,31747,31849,41.2,Midwest,50.080193722875656,20901,165,small population,low deaths,low cases
1471,Saunders,Nebraska,21024,10628,10396,40.8,Midwest,49.448249619482496,5565,56,small population,low deaths,low cases
1472,Sawyer,Wisconsin,16370,8339,8031,50.2,Midwest,49.059254734270006,6022,70,small population,low deaths,low cases
1473,Schenectady,New York,154883,75453,79430,39.9,Northeast,51.28387234234874,43852,375,small population,low deaths,low cases
1474,Schleicher,Texas,3061,1542,1519,35.0,South,49.624305782424045,599,9,small population,low deaths,low cases
1475,Schley,Georgia,5211,2546,2665,37.8,South,51.14181539052005,1411,11,small population,low deaths,low cases
1476,Schoharie,New York,31364,15620,15744,45.1,Northeast,50.19767886749139,6610,44,small population,low deaths,low cases
1477,Schoolcraft,Michigan,8069,3984,4085,51.6,Midwest,50.625852026273385,2229,19,small population,low deaths,low cases
1478,Schuyler,Illinois,7064,3701,3363,45.8,Midwest,47.607587768969424,4337,32,small population,low deaths,low cases
1479,Schuylkill,Pennsylvania,143555,73333,70222,44.2,Northeast,48.91644317508968,42453,758,small population,low deaths,low cases
1480,Scioto,Ohio,76377,37604,38773,39.9,Midwest,50.76528274218678,27661,280,small population,low deaths,low cases
1481,Scotland,Missouri,4898,2399,2499,37.5,Midwest,51.02082482645977,12819,148,small population,low deaths,low cases
1482,Scott,Arkansas,10442,5332,5110,41.0,South,48.93698525186746,7659,141,small population,low deaths,low cases
1483,Scotts Bluff,Nebraska,36255,17575,18680,39.5,Midwest,51.52392773410565,11223,154,small population,low deaths,low cases
1484,Screven,Georgia,13990,6804,7186,41.5,South,51.365260900643314,3172,76,small population,low deaths,low cases
1485,Scurry,Texas,17239,9425,7814,36.1,South,45.32745518881606,6138,108,small population,low deaths,low cases
1486,Searcy,Arkansas,7923,3981,3942,47.6,South,49.7538811056418,2547,53,small population,low deaths,low cases
1487,Sebastian,Arkansas,127461,62274,65187,37.5,South,51.14270247369783,39253,583,small population,low deaths,low cases
1488,Sedgwick,Colorado,2350,1162,1188,49.1,West,50.5531914893617,170567,1704,small population,medium deaths,medium cases
1489,Seminole,Florida,455086,219935,235151,39.2,South,51.67177192882224,7681,144,small population,low deaths,low cases
1490,Seneca,New York,34612,18096,16516,42.2,Northeast,47.71755460533919,15664,250,small population,low deaths,low cases
1491,Sequatchie,Tennessee,14730,7331,7399,43.3,South,50.23082145281737,5146,74,small population,low deaths,low cases
1492,Sequoyah,Oklahoma,41359,20382,20977,41.0,South,50.71931139534321,12892,115,small population,low deaths,low cases
1493,Sevier,Arkansas,17193,8607,8586,34.9,South,49.93892863374629,0,0,small population,low deaths,low cases
1494,Seward,Kansas,22692,11601,11091,29.4,Midwest,48.87625594923321,3715,52,small population,low deaths,low cases
1495,Shackelford,Texas,3311,1770,1541,43.0,South,46.5418302627605,1099,12,small population,low deaths,low cases
1496,Shannon,Missouri,8246,4012,4234,45.1,Midwest,51.34610720349259,1914,42,small population,low deaths,low cases
1497,Sharkey,Mississippi,4511,2147,2364,42.1,South,52.40523165595212,1163,28,small population,low deaths,low cases
1498,Sharp,Arkansas,17043,8335,8708,47.4,South,51.09429091122455,5699,122,small population,low deaths,low cases
1499,Shasta,California,179085,87859,91226,41.8,West,50.94005639779993,44684,690,small population,low deaths,low cases
1500,Shawano,Wisconsin,41009,20521,20488,45.0,Midwest,49.959764929649594,14270,166,small population,low deaths,low cases
1501,Shawnee,Kansas,178284,86327,91957,38.9,Midwest,51.57894146418075,60325,734,small population,low deaths,low cases
1502,Sheboygan,Wisconsin,115205,57922,57283,41.3,Midwest,49.72266828696671,39276,362,small population,low deaths,low cases
1503,Shelby,Alabama,211261,102478,108783,38.9,South,51.49222999039104,5384,139,small population,low deaths,low cases
1504,Shenandoah,Virginia,43045,21044,22001,44.4,South,51.11162736670926,13958,263,small population,low deaths,low cases
1505,Sherburne,Minnesota,93231,47673,45558,35.8,Midwest,48.86572062940438,31841,196,small population,low deaths,low cases
1506,Sheridan,Kansas,2506,1275,1231,44.3,Midwest,49.12210694333599,9935,90,small population,low deaths,low cases
1507,Sherman,Kansas,5966,3003,2963,38.8,Midwest,49.66476701307408,539,16,small population,low deaths,low cases
1508,Shiawassee,Michigan,68493,33801,34692,42.4,Midwest,50.65043143094915,22130,266,small population,low deaths,low cases
1509,Shoshone,Idaho,12526,6267,6259,47.4,West,49.968066421842565,3117,80,small population,low deaths,low cases
1510,Sibley,Minnesota,14912,7570,7342,41.6,Midwest,49.23551502145923,4238,29,small population,low deaths,low cases
1511,Sierra,California,2930,1542,1388,55.5,West,47.37201365187713,2490,87,small population,low deaths,low cases
1512,Silver Bow,Montana,34814,17588,17226,39.8,West,49.48009421497099,9899,139,small population,low deaths,low cases
1513,Simpson,Kentucky,18063,8926,9137,39.5,South,50.584066877041465,8609,160,small population,low deaths,low cases
1514,Sioux,Iowa,34825,17487,17338,33.2,Midwest,49.78607322325915,1637,19,small population,low deaths,low cases
1515,Siskiyou,California,43540,21706,21834,48.0,West,50.1469912723932,8883,95,small population,low deaths,low cases
1516,Sitka,Alaska,8738,4471,4267,38.8,West,48.83268482490272,3508,10,small population,low deaths,low cases
1517,Skagit,Washington,123907,61376,62531,41.5,West,50.46607536297384,28725,268,small population,low deaths,low cases
1518,Skagway,Alaska,1061,555,506,38.5,West,47.69085768143261,675,0,small population,low deaths,low cases
1519,Skamania,Washington,11620,5861,5759,46.3,West,49.561101549053355,1798,17,small population,low deaths,low cases
1520,Slope,North Dakota,704,353,351,50.8,Midwest,49.85795454545455,71,0,small population,low deaths,low cases
1521,Smith,Kansas,3663,1809,1854,51.6,Midwest,50.61425061425061,56943,1017,small population,medium deaths,low cases
1522,Smyth,Virginia,31059,15301,15758,44.9,South,50.73569657748157,12053,202,small population,low deaths,low cases
1523,Snohomish,Washington,786620,394526,392094,37.8,West,49.84541455849076,204682,1440,small population,medium deaths,medium cases
1524,Snyder,Pennsylvania,40466,20063,20403,39.9,Northeast,50.42010576780507,9710,169,small population,low deaths,low cases
1525,Socorro,New Mexico,17000,8799,8201,39.2,West,48.24117647058824,4736,102,small population,low deaths,low cases
1526,Solano,California,438530,217931,220599,37.9,West,50.30419811643445,121986,481,small population,low deaths,medium cases
1527,Somerset,Maine,50710,25085,25625,46.3,Northeast,50.53243936107277,22184,442,small population,low deaths,low cases
1528,Somervell,Texas,8743,4192,4551,40.9,South,52.053071028251175,2227,37,small population,low deaths,low cases
1529,Sonoma,California,501317,245196,256121,41.7,West,51.089629914804405,119035,548,small population,low deaths,medium cases
1530,Southampton,Virginia,17939,9345,8594,46.1,South,47.906795250571385,4479,107,small population,low deaths,low cases
1531,Southeast Fairbanks,Alaska,6876,3779,3097,36.3,West,45.04072134962187,2468,21,small population,low deaths,low cases
1532,Spalding,Georgia,64719,31395,33324,39.1,South,51.49028878690957,19263,450,small population,low deaths,low cases
1533,Spartanburg,South Carolina,302195,146535,155660,38.2,South,51.50978672711328,116763,1656,small population,medium deaths,medium cases
1534,Spencer,Indiana,20526,10363,10163,43.6,Midwest,49.51281301763617,7052,67,small population,low deaths,low cases
1535,Spink,South Dakota,6543,3280,3263,43.3,Midwest,49.870090172703655,1690,39,small population,low deaths,low cases
1536,Spokane,Washington,497875,246906,250969,37.5,West,50.408034145116744,153868,1681,small population,medium deaths,medium cases
1537,Spotsylvania,Virginia,131412,64570,66842,38.1,South,50.86445682281679,35283,342,small population,low deaths,low cases
1538,St. Bernard,Louisiana,45694,22402,23292,33.7,South,50.973869654659254,14395,120,small population,low deaths,low cases
1539,St. Charles,Louisiana,52724,26121,26603,37.6,South,50.45709733707609,119119,1048,small population,medium deaths,medium cases
1540,St. Clair,Alabama,87306,43755,43551,40.3,South,49.88316954161226,2613,44,small population,low deaths,low cases
1541,St. Croix,Wisconsin,87917,43899,44018,38.6,Midwest,50.067677468521445,30585,167,small population,low deaths,low cases
1542,St. Francis,Arkansas,26294,14441,11853,38.9,South,45.07872518445273,8551,108,small population,low deaths,low cases
1543,St. Francois,Missouri,66342,35900,30442,39.6,Midwest,45.88646709475144,23400,330,small population,low deaths,low cases
1544,St. Helena,Louisiana,10411,5039,5372,38.9,South,51.59927000288157,2271,27,small population,low deaths,low cases
1545,St. James,Louisiana,21357,10266,11091,39.9,South,51.93145104649529,7330,80,small population,low deaths,low cases
1546,St. John the Baptist,Louisiana,43446,21308,22138,36.6,South,50.95520876490356,13222,191,small population,low deaths,low cases
1547,St. Johns,Florida,235503,114660,120843,43.4,South,51.312722130928265,78244,691,small population,low deaths,low cases
1548,St. Joseph,Indiana,269240,130832,138408,36.5,Midwest,51.40692319120488,16049,238,small population,low deaths,low cases
1549,St. Landry,Louisiana,83449,40151,43298,36.3,South,51.88558281105825,27713,433,small population,low deaths,low cases
1550,St. Lawrence,New York,109558,55780,53778,38.9,Northeast,49.086328702605016,26379,221,small population,low deaths,low cases
1551,St. Louis,Minnesota,200080,100487,99593,41.1,Midwest,49.7765893642543,293152,3710,small population,medium deaths,medium cases
1552,St. Louis City,Missouri,311273,150532,160741,35.5,Midwest,51.639878820199634,75865,861,small population,low deaths,low cases
1553,St. Lucie,Florida,305591,149385,156206,44.8,South,51.116034176399175,95316,1384,small population,medium deaths,low cases
1554,St. Martin,Louisiana,53752,26452,27300,37.1,South,50.788807858312246,15774,199,small population,low deaths,low cases
1555,St. Mary,Louisiana,51734,25607,26127,39.1,South,50.50257084315923,15232,286,small population,low deaths,low cases
1556,St. Mary's,Maryland,111531,55552,55979,36.5,South,50.19142659888283,24511,250,small population,low deaths,low cases
1557,St. Tammany,Louisiana,252093,122347,129746,40.1,South,51.4675139730179,91147,940,small population,low deaths,low cases
1558,Stafford,Kansas,4214,2157,2057,44.4,Midwest,48.81347887992406,41989,202,small population,low deaths,low cases
1559,Stanislaus,California,539301,266844,272457,34.0,West,50.520395845733646,167518,1842,small population,medium deaths,medium cases
1560,Stanley,South Dakota,2997,1549,1448,41.2,Midwest,48.31498164831498,735,9,small population,low deaths,low cases
1561,Stanly,North Carolina,61114,30445,30669,42.3,South,50.183264063880614,24007,291,small population,low deaths,low cases
1562,Stanton,Kansas,2063,1055,1008,39.6,Midwest,48.86088221037324,752,13,small population,low deaths,low cases
1563,Stark,Illinois,5500,2716,2784,45.1,Midwest,50.61818181818182,97354,1824,small population,medium deaths,low cases
1564,Starke,Indiana,22941,11302,11639,41.6,Midwest,50.73449282943202,5609,111,small population,low deaths,low cases
1565,Starr,Texas,63894,31073,32821,28.7,South,51.367890568754504,24115,390,small population,low deaths,low cases
1566,Staunton,Virginia,24452,11198,13254,42.5,South,54.20415507933911,7804,136,small population,low deaths,low cases
1567,Ste. Genevieve,Missouri,17871,8979,8892,43.4,Midwest,49.75658888702367,4833,41,small population,low deaths,low cases
1568,Stearns,Minnesota,156819,78931,77888,34.3,Midwest,49.66745101040053,61281,419,small population,low deaths,low cases
1569,Steele,Minnesota,36676,18171,18505,38.9,Midwest,50.455338641073176,434,2,small population,low deaths,low cases
1570,Stephens,Georgia,25676,11765,13911,41.5,South,54.17899984421249,2129,53,small population,low deaths,low cases
1571,Stephenson,Illinois,45433,21986,23447,45.1,Midwest,51.60786212664803,14910,188,small population,low deaths,low cases
1572,Sterling,Texas,1141,622,519,44.9,South,45.48641542506573,328,9,small population,low deaths,low cases
1573,Steuben,Indiana,34474,17542,16932,43.2,Midwest,49.1152752799211,25368,277,small population,low deaths,low cases
1574,Stevens,Kansas,5686,2882,2804,34.7,Midwest,49.31410481885332,10077,166,small population,low deaths,low cases
1575,Stewart,Georgia,6042,3894,2148,36.4,South,35.55114200595829,3766,71,small population,low deaths,low cases
1576,Stillwater,Montana,9410,4693,4717,46.6,West,50.12752391073326,1725,32,small population,low deaths,low cases
1577,Stoddard,Missouri,29512,14365,15147,41.4,Midwest,51.324884792626726,7163,150,small population,low deaths,low cases
1578,Stokes,North Carolina,45905,22483,23422,46.0,South,51.02276440474893,15549,205,small population,low deaths,low cases
1579,Stone,Arkansas,12446,6209,6237,49.8,South,50.11248593925759,6927,132,small population,low deaths,low cases
1580,Stonewall,Texas,1385,730,655,52.0,South,47.292418772563174,423,7,small population,low deaths,low cases
1581,Storey,Nevada,3941,1963,1978,52.9,West,50.19030702867292,196,14,small population,low deaths,low cases
1582,Story,Iowa,96922,50484,46438,26.3,Midwest,47.91275458616207,23244,104,small population,low deaths,low cases
1583,Strafford,New Hampshire,128237,62703,65534,36.9,Northeast,51.10381559144397,36908,249,small population,low deaths,low cases
1584,Stutsman,North Dakota,21064,10875,10189,40.2,Midwest,48.37162932016711,8220,97,small population,low deaths,low cases
1585,Sublette,Wyoming,9951,5367,4584,39.4,West,46.065722037986134,2312,28,small population,low deaths,low cases
1586,Suffolk,Massachusetts,791766,382830,408936,32.7,Northeast,51.64859314494434,24351,346,small population,low deaths,low cases
1587,Sullivan,Indiana,20792,11174,9618,41.0,Midwest,46.25817622162371,59959,814,small population,low deaths,low cases
1588,Sully,South Dakota,1331,698,633,45.5,Midwest,47.55822689706987,267,3,small population,low deaths,low cases
1589,Summers,West Virginia,13018,5994,7024,48.2,South,53.956060838838525,3840,66,small population,low deaths,low cases
1590,Summit,Colorado,30429,16684,13745,39.1,West,45.1707252949489,15912,28,small population,low deaths,low cases
1591,Sumner,Kansas,23208,11581,11627,41.1,Midwest,50.09910375732506,65285,809,small population,low deaths,low cases
1592,Sumter,Alabama,12985,6014,6971,35.8,South,53.68502117828263,35542,435,small population,low deaths,low cases
1593,Sunflower,Mississippi,26532,13927,12605,35.3,South,47.50866877732549,7048,133,small population,low deaths,low cases
1594,Surry,North Carolina,72099,34858,37241,43.8,South,51.65258880150903,1426,23,small population,low deaths,low cases
1595,Susquehanna,Pennsylvania,41340,20794,20546,48.2,Northeast,49.70004837929366,10060,134,small population,low deaths,low cases
1596,Sussex,Delaware,219540,106429,113111,49.0,South,51.52181834745376,2919,48,small population,low deaths,low cases
1597,Sutter,California,95872,47789,48083,35.7,West,50.15332943925234,28230,238,small population,low deaths,low cases
1598,Sutton,Texas,3865,2116,1749,38.4,South,45.252263906856406,938,14,small population,low deaths,low cases
1599,Suwannee,Florida,43924,22230,21694,42.5,South,49.38985520444404,15862,356,small population,low deaths,low cases
1600,Swain,North Carolina,14254,6799,7455,41.4,South,52.30110846078294,4987,53,small population,low deaths,low cases
1601,Sweet Grass,Montana,3653,1770,1883,51.5,West,51.5466739666028,908,13,small population,low deaths,low cases
1602,Sweetwater,Wyoming,44117,22882,21235,34.6,West,48.13337262279847,12484,139,small population,low deaths,low cases
1603,Swift,Minnesota,9411,4726,4685,44.0,Midwest,49.782169801296355,2718,34,small population,low deaths,low cases
1604,Swisher,Texas,7484,4036,3448,35.7,South,46.071619454836984,2671,34,small population,low deaths,low cases
1605,Switzerland,Indiana,10628,5504,5124,40.1,Midwest,48.21226947685359,2659,22,small population,low deaths,low cases
1606,Talbot,Georgia,6378,3032,3346,49.2,South,52.46158670429602,7204,115,small population,low deaths,low cases
1607,Taliaferro,Georgia,1665,847,818,46.3,South,49.129129129129126,338,4,small population,low deaths,low cases
1608,Talladega,Alabama,80565,39156,41409,41.1,South,51.3982498603612,28482,394,small population,low deaths,low cases
1609,Tallahatchie,Mississippi,14361,8012,6349,34.6,South,44.210013230276445,3848,68,small population,low deaths,low cases
1610,Tallapoosa,Alabama,40636,19517,21119,43.7,South,51.97115857860025,14566,252,small population,low deaths,low cases
1611,Tama,Iowa,17136,8497,8639,42.8,Midwest,50.41433239962652,4646,101,small population,low deaths,low cases
1612,Taney,Missouri,54720,26504,28216,42.1,Midwest,51.56432748538011,16018,252,small population,low deaths,low cases
1613,Tangipahoa,Louisiana,130504,63237,67267,35.1,South,51.544013976583095,45049,672,small population,low deaths,low cases
1614,Taos,New Mexico,32888,16076,16812,48.2,West,51.11894916078813,7273,107,small population,low deaths,low cases
1615,Tarrant,Texas,2019977,988765,1031212,34.3,South,51.05068028002299,684688,6353,large population,high deaths,high cases
1616,Tate,Mississippi,28493,13828,14665,37.6,South,51.46878180605763,8693,158,small population,low deaths,low cases
1617,Tattnall,Georgia,25353,14888,10465,37.4,South,41.27716641028675,5740,144,small population,low deaths,low cases
1618,Taylor,Florida,22098,12414,9684,41.7,South,43.8229704045615,5764,83,small population,low deaths,low cases
1619,Tazewell,Illinois,133852,65987,67865,40.9,Midwest,50.70152108298718,13885,223,small population,low deaths,low cases
1620,Tehama,California,63373,31504,31869,40.9,West,50.28797752986287,17833,222,small population,low deaths,low cases
1621,Telfair,Georgia,16115,9346,6769,41.0,South,42.004343779087804,3506,90,small population,low deaths,low cases
1622,Teller,Colorado,24113,12157,11956,49.9,West,49.58321237506739,5907,67,small population,low deaths,low cases
1623,Tensas,Louisiana,4666,2296,2370,43.5,South,50.792970424346336,1327,13,small population,low deaths,low cases
1624,Terrebonne,Louisiana,112587,55305,57282,35.8,South,50.87798768952011,38765,452,small population,low deaths,low cases
1625,Terrell,Georgia,8859,4228,4631,40.9,South,52.274523083869504,140,3,small population,low deaths,low cases
1626,Terry,Texas,12615,6515,6100,34.7,South,48.35513277843837,2939,87,small population,low deaths,low cases
1627,Teton,Idaho,11080,5887,5193,36.6,West,46.868231046931406,12123,16,small population,low deaths,low cases
1628,Texas,Missouri,25671,13397,12274,42.7,Midwest,47.812706945580615,7011,58,small population,low deaths,low cases
1629,Thayer,Nebraska,5098,2545,2553,47.0,Midwest,50.07846214201648,1291,13,small population,low deaths,low cases
1630,Thomas,Georgia,44730,21219,23511,40.3,South,52.562038900067066,113,1,small population,low deaths,low cases
1631,Throckmorton,Texas,1567,694,873,46.6,South,55.711550733886405,295,10,small population,low deaths,low cases
1632,Thurston,Nebraska,7140,3545,3595,27.8,Midwest,50.35014005602241,63152,520,small population,low deaths,low cases
1633,Tift,Georgia,40510,19509,21001,35.5,South,51.84152061219452,13789,238,small population,low deaths,low cases
1634,Tillamook,Oregon,26076,13139,12937,48.0,West,49.61267065500843,5012,79,small population,low deaths,low cases
1635,Tillman,Oklahoma,7515,3860,3655,41.2,South,48.63606121091151,1818,38,small population,low deaths,low cases
1636,Tioga,New York,49045,24264,24781,44.0,Northeast,50.52706697930473,10142,221,small population,low deaths,low cases
1637,Tippah,Mississippi,21990,10673,11317,39.4,South,51.46430195543429,8916,117,small population,low deaths,low cases
1638,Tippecanoe,Indiana,189294,96866,92428,28.0,Midwest,48.82774942681754,60747,460,small population,low deaths,low cases
1639,Tipton,Indiana,15218,7609,7609,44.9,Midwest,50.0,21981,264,small population,low deaths,low cases
1640,Tishomingo,Mississippi,19478,9491,9987,42.3,South,51.2732313379197,7679,123,small population,low deaths,low cases
1641,Titus,Texas,32730,16046,16684,33.8,South,50.97464100213871,10239,136,small population,low deaths,low cases
1642,Todd,Kentucky,12350,6049,6301,37.6,South,51.020242914979754,3868,53,small population,low deaths,low cases
1643,Tolland,Connecticut,151269,75821,75448,37.5,Northeast,49.876709702582815,27817,315,small population,low deaths,low cases
1644,Tom Green,Texas,117466,58343,59123,33.9,South,50.33201096487494,40860,484,small population,low deaths,low cases
1645,Tompkins,New York,102962,50823,52139,30.9,Northeast,50.63907072512189,26687,101,small population,low deaths,low cases
1646,Tooele,Utah,65185,32871,32314,31.3,West,49.572754468052466,24981,114,small population,low deaths,low cases
1647,Toole,Montana,4976,2824,2152,41.2,West,43.247588424437296,1403,25,small population,low deaths,low cases
1648,Toombs,Georgia,27048,12491,14557,36.4,South,53.81913635019225,8013,216,small population,low deaths,low cases
1649,Torrance,New Mexico,15595,8358,7237,43.6,West,46.40589932670728,3320,61,small population,low deaths,low cases
1650,Towner,North Dakota,2246,1197,1049,47.8,Midwest,46.70525378450579,756,12,small population,low deaths,low cases
1651,Towns,Georgia,11417,5334,6083,53.7,South,53.28019619865113,3074,127,small population,low deaths,low cases
1652,Traill,North Dakota,8019,4077,3942,41.3,Midwest,49.15824915824915,2463,26,small population,low deaths,low cases
1653,Transylvania,North Carolina,33513,16045,17468,50.7,South,52.12305672425626,8335,87,small population,low deaths,low cases
1654,Traverse,Minnesota,3337,1644,1693,48.4,Midwest,50.73419238837279,1015,11,small population,low deaths,low cases
1655,Travis,Texas,1203166,607356,595810,33.9,South,49.52018258494672,331544,1842,medium population,medium deaths,medium cases
1656,Treasure,Montana,777,384,393,52.1,West,50.57915057915058,148,1,small population,low deaths,low cases
1657,Trego,Kansas,2858,1450,1408,49.2,Midwest,49.265220433869835,945,15,small population,low deaths,low cases
1658,Trempealeau,Wisconsin,29438,14932,14506,40.5,Midwest,49.27644541069366,9904,75,small population,low deaths,low cases
1659,Treutlen,Georgia,6777,3573,3204,39.7,South,47.277556440903055,1880,71,small population,low deaths,low cases
1660,Trigg,Kentucky,14344,7077,7267,45.8,South,50.662297824874514,5075,50,small population,low deaths,low cases
1661,Trimble,Kentucky,8637,4238,4399,43.0,South,50.93203658677782,2744,48,small population,low deaths,low cases
1662,Trinity,California,12862,6582,6280,51.8,West,48.825999067019126,3253,79,small population,low deaths,low cases
1663,Tripp,South Dakota,5468,2719,2749,46.4,Midwest,50.27432333577176,1704,29,small population,low deaths,low cases
1664,Troup,Georgia,69774,33387,36387,36.3,South,52.14979791899561,18714,425,small population,low deaths,low cases
1665,Trousdale,Tennessee,9573,5302,4271,36.0,South,44.615063198579335,4726,48,small population,low deaths,low cases
1666,Trumbull,Ohio,201794,98467,103327,44.2,Midwest,51.20419834088229,52288,1016,small population,medium deaths,low cases
1667,Tucker,West Virginia,7027,3540,3487,48.7,South,49.62288316493525,2440,39,small population,low deaths,low cases
1668,Tulare,California,460477,230255,230222,30.8,West,49.99641675914324,168010,1567,small population,medium deaths,medium cases
1669,Tulsa,Oklahoma,642781,313659,329122,35.5,South,51.20282024515348,211344,2375,small population,medium deaths,medium cases
1670,Tunica,Mississippi,10170,4659,5511,33.9,South,54.18879056047198,3049,50,small population,low deaths,low cases
1671,Tuolumne,California,53932,28102,25830,48.4,West,47.89364384780835,17824,203,small population,low deaths,low cases
1672,Turner,Georgia,7962,3843,4119,38.8,South,51.73323285606632,2274,67,small population,low deaths,low cases
1673,Tuscaloosa,Alabama,206213,99539,106674,32.7,South,51.730007322525736,70636,850,small population,low deaths,low cases
1674,Tuscarawas,Ohio,92526,45411,47115,41.0,Midwest,50.92082225536606,25230,541,small population,low deaths,low cases
1675,Tuscola,Michigan,53250,26732,26518,44.4,Midwest,49.799061032863854,15662,315,small population,low deaths,low cases
1676,Twiggs,Georgia,8284,4068,4216,46.2,South,50.89328826653791,1848,74,small population,low deaths,low cases
1677,Twin Falls,Idaho,83666,41204,42462,34.7,West,50.75179881911409,28538,312,small population,low deaths,low cases
1678,Tyler,Texas,21496,11738,9758,42.7,South,45.39449199851135,2718,33,small population,low deaths,low cases
1679,Tyrrell,North Carolina,4119,2365,1754,49.2,South,42.583151250303466,1226,9,small population,low deaths,low cases
1680,Uinta,Wyoming,20609,10505,10104,35.5,West,49.027124072007375,6378,43,small population,low deaths,low cases
1681,Uintah,Utah,36323,18496,17827,30.3,West,49.07909588965669,0,0,small population,low deaths,low cases
1682,Ulster,New York,179303,88774,90529,43.7,Northeast,50.48939504637402,43355,419,small population,low deaths,low cases
1683,Umatilla,Oregon,76898,40110,36788,36.3,West,47.8399958386434,26391,252,small population,low deaths,low cases
1684,Unicoi,Tennessee,17780,8895,8885,46.6,South,49.9718785151856,6797,105,small population,low deaths,low cases
1685,Union,Arkansas,39732,19332,20400,40.1,South,51.344004832376925,6979,83,small population,low deaths,low cases
1686,Upshur,Texas,40769,20224,20545,40.9,South,50.393681473668714,8963,105,small population,low deaths,low cases
1687,Upson,Georgia,26216,12503,13713,41.7,South,52.30775099176076,9593,259,small population,low deaths,low cases
1688,Upton,Texas,3634,1843,1791,37.2,South,49.28453494771601,961,19,small population,low deaths,low cases
1689,Utah,Utah,590440,298256,292184,24.6,West,49.48580719463451,225635,880,small population,low deaths,medium cases
1690,Uvalde,Texas,27009,13083,13926,33.9,South,51.56059091413974,11531,152,small population,low deaths,low cases
1691,Val Verde,Texas,49027,24925,24102,31.7,South,49.16066657148102,15864,312,small population,low deaths,low cases
1692,Valdez-Cordova,Alaska,9301,4898,4403,39.0,West,47.33899580690248,0,0,small population,low deaths,low cases
1693,Valencia,New Mexico,75956,38130,37826,39.1,West,49.79988414345147,23976,325,small population,low deaths,low cases
1694,Valley,Idaho,10401,5486,4915,48.7,West,47.2550716277281,870,12,small population,low deaths,low cases
1695,Van Buren,Arkansas,16684,8284,8400,47.9,South,50.34763845600575,2250,50,small population,low deaths,low cases
1696,Van Wert,Ohio,28281,13891,14390,40.9,Midwest,50.88221774336127,8124,162,small population,low deaths,low cases
1697,Van Zandt,Texas,54368,26619,27749,42.9,South,51.039214243672745,12706,300,small population,low deaths,low cases
1698,Vance,North Carolina,44482,20823,23659,40.7,South,53.18780630367339,15822,137,small population,low deaths,low cases
1699,Vanderburgh,Indiana,181313,87676,93637,38.1,Midwest,51.64384241615328,70614,687,small population,low deaths,low cases
1700,Venango,Pennsylvania,52376,25842,26534,46.5,Northeast,50.66060791202077,13754,271,small population,low deaths,low cases
1701,Ventura,California,848112,419588,428524,37.9,West,50.52681721282095,238508,1666,small population,medium deaths,medium cases
